Name,sal,SST_new_y,PP_anomaly,Mortality_blue_mussels_reef,NAO_10y_inv,NAO_10y_inv2,NAO_10y_inv3,AMO_3y_1,AMO_3y_2,AMO_3y_3,T_Harbour.porpoise,T_Seals,T_Sharks,T_Rays,T_Cod..adult.,T_Whiting..adult.,T_Other.gadoids,T_Demersal.fish,T_Herring..adult.,T_Herring..adult...Ru.,T_Juvenile.Herring..Ru.,T_Sprat,T_Mackerel,T_Mackerel..Ru.,T_Horse.mackerel,T_Sandeels,T_Plaice..adult.,T_Dab,T_Other.flatfish,T_Sole..adult.,T_Sea.Bass,T_Sea.Bass..Ru.,T_Pelagic.fish,T_Squid...cuttlefish,T_Carnivorous.plankton,T_Temora.longicornis,T_Herbivorous.plankton..copepods.,T_Gelatinous.zooplankton,T_Large.crabs...shrimps,T_Blue.mussels..aquaculture.,T_Epifaunal.macrobenthos..mobile.grazers.,T_Infaunal.macrobenthos,T_Crangon..below.5cm.,T_Small.mobile.epifauna..swarming.crustaceans.,T_Small.infauna..polychaetes.,T_Sessile.epifauna,S_Harbour.porpoise,S_Seals,S_Sharks,S_Rays,S_Cod..adult.,S_Whiting..adult.,S_Other.gadoids,S_Demersal.fish,S_Herring..adult.,S_Herring..adult...Ru.,S_Juvenile.Herring..Ru.,S_Sprat,S_Mackerel,S_Mackerel..Ru.,S_Horse.mackerel,S_Sandeels,S_Plaice..adult.,S_Dab,S_Other.flatfish,S_Sole..adult.,S_Sea.Bass,S_Sea.Bass..Ru.,S_Pelagic.fish,S_Squid...cuttlefish,S_Carnivorous.plankton,S_Temora.longicornis,S_Herbivorous.plankton..copepods.,S_Gelatinous.zooplankton,S_Large.crabs...shrimps,S_Blue.mussels..aquaculture.,S_Epifaunal.macrobenthos..mobile.grazers.,S_Infaunal.macrobenthos,S_Crangon..below.5cm.,S_Small.mobile.epifauna..swarming.crustaceans.,S_Small.infauna..polychaetes.,S_Sessile.epifauna,PO4_y_copernicus_1,PO4_y_copernicus_2,PO4_y_copernicus_3,PO4_y_copernicus_4,PO4_y_schelde_1,PO4_y_schelde_2,PO4_y_schelde_3,PO4_y_schelde_4
2037,,,1.001335,,,,,,,,0.9735749,0.9444472,0.9350408,0.9054604,0.5956576,0.8085567,0.6673526,0.8063751,0.8253418,0.6498336,0.5995191,0.9251243,0.848263,0.5527609,0.9024332,0.5310758,0.7092333,0.4507807,0.5861028,0.8140265,0.6660342,0.6463702,0.860782,0.8489798,0.5817469,0.6918695,0.9111156,0.9956649,0.759923,0.9848657,0.8969451,0.8985505,0.8164058,0.351575,0.9884516,0.9823108,0.9972074,0.9977425,0.9999697,0.9996594,0.994942,1,0.9999428,0.9999387,0.9967347,1,1,0.9999908,1,1,0.9999648,0.998817,0.9987054,0.9994645,0.999476,0.9999881,0.9999501,0.5,1,0.9996552,0.9973335,0.5,0.9999112,0.9984224,0.999886,0.9975452,0.9998009,0.9997541,0.9969609,0.9982473,0.9991498,0.9987642,,0.8639526,,,,,,
February,,,1.001335,,,,,,,,0.9735749,0.9444472,0.9350408,0.9054604,0.5956576,0.8085567,0.6673526,0.8063751,0.8253418,0.6498336,0.5995191,0.9251243,0.848263,0.5527609,0.9024332,0.5310758,0.7092333,0.4507807,0.5861028,0.8140265,0.6660342,0.6463702,0.860782,0.8489798,0.5817469,0.6918695,0.9111156,0.9956649,0.759923,0.9848657,0.8969451,0.8985505,0.8164058,0.351575,0.9884516,0.9823108,0.9972074,0.9977425,0.9999697,0.9996594,0.994942,1,0.9999428,0.9999387,0.9967347,1,1,0.9999908,1,1,0.9999648,0.998817,0.9987054,0.9994645,0.999476,0.9999881,0.9999501,0.5,1,0.9996552,0.9973335,0.5,0.9999112,0.9984224,0.999886,0.9975452,0.9998009,0.9997541,0.9969609,0.9982473,0.9991498,0.9987642,,0.8639526,,,,,,
March,,,1.001335,,,,,,,,0.9735749,0.9444472,0.9350408,0.9054604,0.5956576,0.8085567,0.6673526,0.8063751,0.8253418,0.6498336,0.5995191,0.9251243,0.848263,0.5527609,0.9024332,0.5310758,0.7092333,0.4507807,0.5861028,0.8140265,0.6660342,0.6463702,0.860782,0.8489798,0.5817469,0.6918695,0.9111156,0.9956649,0.759923,0.9848657,0.8969451,0.8985505,0.8164058,0.351575,0.9884516,0.9823108,0.9972074,0.9977425,0.9999697,0.9996594,0.994942,1,0.9999428,0.9999387,0.9967347,1,1,0.9999908,1,1,0.9999648,0.998817,0.9987054,0.9994645,0.999476,0.9999881,0.9999501,0.5,1,0.9996552,0.9973335,0.5,0.9999112,0.9984224,0.999886,0.9975452,0.9998009,0.9997541,0.9969609,0.9982473,0.9991498,0.9987642,,0.8639526,,,,,,
April,,,1.001335,,,,,,,,0.9735749,0.9444472,0.9350408,0.9054604,0.5956576,0.8085567,0.6673526,0.8063751,0.8253418,0.6498336,0.5995191,0.9251243,0.848263,0.5527609,0.9024332,0.5310758,0.7092333,0.4507807,0.5861028,0.8140265,0.6660342,0.6463702,0.860782,0.8489798,0.5817469,0.6918695,0.9111156,0.9956649,0.759923,0.9848657,0.8969451,0.8985505,0.8164058,0.351575,0.9884516,0.9823108,0.9972074,0.9977425,0.9999697,0.9996594,0.994942,1,0.9999428,0.9999387,0.9967347,1,1,0.9999908,1,1,0.9999648,0.998817,0.9987054,0.9994645,0.999476,0.9999881,0.9999501,0.5,1,0.9996552,0.9973335,0.5,0.9999112,0.9984224,0.999886,0.9975452,0.9998009,0.9997541,0.9969609,0.9982473,0.9991498,0.9987642,,0.8639526,,,,,,
May,,,1.001335,,,,,,,,0.9735749,0.9444472,0.9350408,0.9054604,0.5956576,0.8085567,0.6673526,0.8063751,0.8253418,0.6498336,0.5995191,0.9251243,0.848263,0.5527609,0.9024332,0.5310758,0.7092333,0.4507807,0.5861028,0.8140265,0.6660342,0.6463702,0.860782,0.8489798,0.5817469,0.6918695,0.9111156,0.9956649,0.759923,0.9848657,0.8969451,0.8985505,0.8164058,0.351575,0.9884516,0.9823108,0.9972074,0.9977425,0.9999697,0.9996594,0.994942,1,0.9999428,0.9999387,0.9967347,1,1,0.9999908,1,1,0.9999648,0.998817,0.9987054,0.9994645,0.999476,0.9999881,0.9999501,0.5,1,0.9996552,0.9973335,0.5,0.9999112,0.9984224,0.999886,0.9975452,0.9998009,0.9997541,0.9969609,0.9982473,0.9991498,0.9987642,,0.8639526,,,,,,
June,,,1.001335,,,,,,,,0.9735749,0.9444472,0.9350408,0.9054604,0.5956576,0.8085567,0.6673526,0.8063751,0.8253418,0.6498336,0.5995191,0.9251243,0.848263,0.5527609,0.9024332,0.5310758,0.7092333,0.4507807,0.5861028,0.8140265,0.6660342,0.6463702,0.860782,0.8489798,0.5817469,0.6918695,0.9111156,0.9956649,0.759923,0.9848657,0.8969451,0.8985505,0.8164058,0.351575,0.9884516,0.9823108,0.9972074,0.9977425,0.9999697,0.9996594,0.994942,1,0.9999428,0.9999387,0.9967347,1,1,0.9999908,1,1,0.9999648,0.998817,0.9987054,0.9994645,0.999476,0.9999881,0.9999501,0.5,1,0.9996552,0.9973335,0.5,0.9999112,0.9984224,0.999886,0.9975452,0.9998009,0.9997541,0.9969609,0.9982473,0.9991498,0.9987642,,0.8639526,,,,,,
July,,,1.001335,,,,,,,,0.9735749,0.9444472,0.9350408,0.9054604,0.5956576,0.8085567,0.6673526,0.8063751,0.8253418,0.6498336,0.5995191,0.9251243,0.848263,0.5527609,0.9024332,0.5310758,0.7092333,0.4507807,0.5861028,0.8140265,0.6660342,0.6463702,0.860782,0.8489798,0.5817469,0.6918695,0.9111156,0.9956649,0.759923,0.9848657,0.8969451,0.8985505,0.8164058,0.351575,0.9884516,0.9823108,0.9972074,0.9977425,0.9999697,0.9996594,0.994942,1,0.9999428,0.9999387,0.9967347,1,1,0.9999908,1,1,0.9999648,0.998817,0.9987054,0.9994645,0.999476,0.9999881,0.9999501,0.5,1,0.9996552,0.9973335,0.5,0.9999112,0.9984224,0.999886,0.9975452,0.9998009,0.9997541,0.9969609,0.9982473,0.9991498,0.9987642,,0.8639526,,,,,,
August,,,1.001335,,,,,,,,0.9735749,0.9444472,0.9350408,0.9054604,0.5956576,0.8085567,0.6673526,0.8063751,0.8253418,0.6498336,0.5995191,0.9251243,0.848263,0.5527609,0.9024332,0.5310758,0.7092333,0.4507807,0.5861028,0.8140265,0.6660342,0.6463702,0.860782,0.8489798,0.5817469,0.6918695,0.9111156,0.9956649,0.759923,0.9848657,0.8969451,0.8985505,0.8164058,0.351575,0.9884516,0.9823108,0.9972074,0.9977425,0.9999697,0.9996594,0.994942,1,0.9999428,0.9999387,0.9967347,1,1,0.9999908,1,1,0.9999648,0.998817,0.9987054,0.9994645,0.999476,0.9999881,0.9999501,0.5,1,0.9996552,0.9973335,0.5,0.9999112,0.9984224,0.999886,0.9975452,0.9998009,0.9997541,0.9969609,0.9982473,0.9991498,0.9987642,,0.8639526,,,,,,
September,,,1.001335,,,,,,,,0.9735749,0.9444472,0.9350408,0.9054604,0.5956576,0.8085567,0.6673526,0.8063751,0.8253418,0.6498336,0.5995191,0.9251243,0.848263,0.5527609,0.9024332,0.5310758,0.7092333,0.4507807,0.5861028,0.8140265,0.6660342,0.6463702,0.860782,0.8489798,0.5817469,0.6918695,0.9111156,0.9956649,0.759923,0.9848657,0.8969451,0.8985505,0.8164058,0.351575,0.9884516,0.9823108,0.9972074,0.9977425,0.9999697,0.9996594,0.994942,1,0.9999428,0.9999387,0.9967347,1,1,0.9999908,1,1,0.9999648,0.998817,0.9987054,0.9994645,0.999476,0.9999881,0.9999501,0.5,1,0.9996552,0.9973335,0.5,0.9999112,0.9984224,0.999886,0.9975452,0.9998009,0.9997541,0.9969609,0.9982473,0.9991498,0.9987642,,0.8639526,,,,,,
October,,,1.001335,,,,,,,,0.9735749,0.9444472,0.9350408,0.9054604,0.5956576,0.8085567,0.6673526,0.8063751,0.8253418,0.6498336,0.5995191,0.9251243,0.848263,0.5527609,0.9024332,0.5310758,0.7092333,0.4507807,0.5861028,0.8140265,0.6660342,0.6463702,0.860782,0.8489798,0.5817469,0.6918695,0.9111156,0.9956649,0.759923,0.9848657,0.8969451,0.8985505,0.8164058,0.351575,0.9884516,0.9823108,0.9972074,0.9977425,0.9999697,0.9996594,0.994942,1,0.9999428,0.9999387,0.9967347,1,1,0.9999908,1,1,0.9999648,0.998817,0.9987054,0.9994645,0.999476,0.9999881,0.9999501,0.5,1,0.9996552,0.9973335,0.5,0.9999112,0.9984224,0.999886,0.9975452,0.9998009,0.9997541,0.9969609,0.9982473,0.9991498,0.9987642,,0.8639526,,,,,,
November,,,1.001335,,,,,,,,0.9735749,0.9444472,0.9350408,0.9054604,0.5956576,0.8085567,0.6673526,0.8063751,0.8253418,0.6498336,0.5995191,0.9251243,0.848263,0.5527609,0.9024332,0.5310758,0.7092333,0.4507807,0.5861028,0.8140265,0.6660342,0.6463702,0.860782,0.8489798,0.5817469,0.6918695,0.9111156,0.9956649,0.759923,0.9848657,0.8969451,0.8985505,0.8164058,0.351575,0.9884516,0.9823108,0.9972074,0.9977425,0.9999697,0.9996594,0.994942,1,0.9999428,0.9999387,0.9967347,1,1,0.9999908,1,1,0.9999648,0.998817,0.9987054,0.9994645,0.999476,0.9999881,0.9999501,0.5,1,0.9996552,0.9973335,0.5,0.9999112,0.9984224,0.999886,0.9975452,0.9998009,0.9997541,0.9969609,0.9982473,0.9991498,0.9987642,,0.8639526,,,,,,
December,,,1.001335,,,,,,,,0.9768434,0.9506575,0.9536544,0.9376432,0.5983051,0.8789614,0.712532,0.8249869,0.8322005,0.6601919,0.6310289,0.970278,0.8893049,0.5858065,0.9273232,0.5567997,0.7246109,0.4880951,0.624706,0.849523,0.6661286,0.6497265,0.8914058,0.8791662,0.5837302,0.6960401,0.9399225,0.9964502,0.8085365,0.9871444,0.9137414,0.9233361,0.85302,0.3757935,0.9922584,0.984462,0.9970244,0.9975309,0.9999707,0.9996729,0.9946024,1,0.9999344,0.999931,0.9965244,1,1,0.9999897,1,1,0.999966,0.9986903,0.9985798,0.9993997,0.9994251,0.9999869,0.999952,0.5,1,0.9996691,0.9970694,0.5,0.9998993,0.998299,0.9998114,0.9973549,0.9997633,0.9997299,0.9967478,0.9987891,0.9990703,0.9986686,,0.8639526,,,,,,
2038,,,1.001335,,,,,,,,0.9768434,0.9506575,0.9536544,0.9376432,0.5983051,0.8789614,0.712532,0.8249869,0.8322005,0.6601919,0.6310289,0.970278,0.8893049,0.5858065,0.9273232,0.5567997,0.7246109,0.4880951,0.624706,0.849523,0.6661286,0.6497265,0.8914058,0.8791662,0.5837302,0.6960401,0.9399225,0.9964502,0.8085365,0.9871444,0.9137414,0.9233361,0.85302,0.3757935,0.9922584,0.984462,0.9970244,0.9975309,0.9999707,0.9996729,0.9946024,1,0.9999344,0.999931,0.9965244,1,1,0.9999897,1,1,0.999966,0.9986903,0.9985798,0.9993997,0.9994251,0.9999869,0.999952,0.5,1,0.9996691,0.9970694,0.5,0.9998993,0.998299,0.9998114,0.9973549,0.9997633,0.9997299,0.9967478,0.9987891,0.9990703,0.9986686,,0.8639526,,,,,,
February,,,1.001335,,,,,,,,0.9768434,0.9506575,0.9536544,0.9376432,0.5983051,0.8789614,0.712532,0.8249869,0.8322005,0.6601919,0.6310289,0.970278,0.8893049,0.5858065,0.9273232,0.5567997,0.7246109,0.4880951,0.624706,0.849523,0.6661286,0.6497265,0.8914058,0.8791662,0.5837302,0.6960401,0.9399225,0.9964502,0.8085365,0.9871444,0.9137414,0.9233361,0.85302,0.3757935,0.9922584,0.984462,0.9970244,0.9975309,0.9999707,0.9996729,0.9946024,1,0.9999344,0.999931,0.9965244,1,1,0.9999897,1,1,0.999966,0.9986903,0.9985798,0.9993997,0.9994251,0.9999869,0.999952,0.5,1,0.9996691,0.9970694,0.5,0.9998993,0.998299,0.9998114,0.9973549,0.9997633,0.9997299,0.9967478,0.9987891,0.9990703,0.9986686,,0.8639526,,,,,,
March,,,1.001335,,,,,,,,0.9768434,0.9506575,0.9536544,0.9376432,0.5983051,0.8789614,0.712532,0.8249869,0.8322005,0.6601919,0.6310289,0.970278,0.8893049,0.5858065,0.9273232,0.5567997,0.7246109,0.4880951,0.624706,0.849523,0.6661286,0.6497265,0.8914058,0.8791662,0.5837302,0.6960401,0.9399225,0.9964502,0.8085365,0.9871444,0.9137414,0.9233361,0.85302,0.3757935,0.9922584,0.984462,0.9970244,0.9975309,0.9999707,0.9996729,0.9946024,1,0.9999344,0.999931,0.9965244,1,1,0.9999897,1,1,0.999966,0.9986903,0.9985798,0.9993997,0.9994251,0.9999869,0.999952,0.5,1,0.9996691,0.9970694,0.5,0.9998993,0.998299,0.9998114,0.9973549,0.9997633,0.9997299,0.9967478,0.9987891,0.9990703,0.9986686,,0.8639526,,,,,,
April,,,1.001335,,,,,,,,0.9768434,0.9506575,0.9536544,0.9376432,0.5983051,0.8789614,0.712532,0.8249869,0.8322005,0.6601919,0.6310289,0.970278,0.8893049,0.5858065,0.9273232,0.5567997,0.7246109,0.4880951,0.624706,0.849523,0.6661286,0.6497265,0.8914058,0.8791662,0.5837302,0.6960401,0.9399225,0.9964502,0.8085365,0.9871444,0.9137414,0.9233361,0.85302,0.3757935,0.9922584,0.984462,0.9970244,0.9975309,0.9999707,0.9996729,0.9946024,1,0.9999344,0.999931,0.9965244,1,1,0.9999897,1,1,0.999966,0.9986903,0.9985798,0.9993997,0.9994251,0.9999869,0.999952,0.5,1,0.9996691,0.9970694,0.5,0.9998993,0.998299,0.9998114,0.9973549,0.9997633,0.9997299,0.9967478,0.9987891,0.9990703,0.9986686,,0.8639526,,,,,,
May,,,1.001335,,,,,,,,0.9768434,0.9506575,0.9536544,0.9376432,0.5983051,0.8789614,0.712532,0.8249869,0.8322005,0.6601919,0.6310289,0.970278,0.8893049,0.5858065,0.9273232,0.5567997,0.7246109,0.4880951,0.624706,0.849523,0.6661286,0.6497265,0.8914058,0.8791662,0.5837302,0.6960401,0.9399225,0.9964502,0.8085365,0.9871444,0.9137414,0.9233361,0.85302,0.3757935,0.9922584,0.984462,0.9970244,0.9975309,0.9999707,0.9996729,0.9946024,1,0.9999344,0.999931,0.9965244,1,1,0.9999897,1,1,0.999966,0.9986903,0.9985798,0.9993997,0.9994251,0.9999869,0.999952,0.5,1,0.9996691,0.9970694,0.5,0.9998993,0.998299,0.9998114,0.9973549,0.9997633,0.9997299,0.9967478,0.9987891,0.9990703,0.9986686,,0.8639526,,,,,,
June,,,1.001335,,,,,,,,0.9768434,0.9506575,0.9536544,0.9376432,0.5983051,0.8789614,0.712532,0.8249869,0.8322005,0.6601919,0.6310289,0.970278,0.8893049,0.5858065,0.9273232,0.5567997,0.7246109,0.4880951,0.624706,0.849523,0.6661286,0.6497265,0.8914058,0.8791662,0.5837302,0.6960401,0.9399225,0.9964502,0.8085365,0.9871444,0.9137414,0.9233361,0.85302,0.3757935,0.9922584,0.984462,0.9970244,0.9975309,0.9999707,0.9996729,0.9946024,1,0.9999344,0.999931,0.9965244,1,1,0.9999897,1,1,0.999966,0.9986903,0.9985798,0.9993997,0.9994251,0.9999869,0.999952,0.5,1,0.9996691,0.9970694,0.5,0.9998993,0.998299,0.9998114,0.9973549,0.9997633,0.9997299,0.9967478,0.9987891,0.9990703,0.9986686,,0.8639526,,,,,,
July,,,1.001335,,,,,,,,0.9768434,0.9506575,0.9536544,0.9376432,0.5983051,0.8789614,0.712532,0.8249869,0.8322005,0.6601919,0.6310289,0.970278,0.8893049,0.5858065,0.9273232,0.5567997,0.7246109,0.4880951,0.624706,0.849523,0.6661286,0.6497265,0.8914058,0.8791662,0.5837302,0.6960401,0.9399225,0.9964502,0.8085365,0.9871444,0.9137414,0.9233361,0.85302,0.3757935,0.9922584,0.984462,0.9970244,0.9975309,0.9999707,0.9996729,0.9946024,1,0.9999344,0.999931,0.9965244,1,1,0.9999897,1,1,0.999966,0.9986903,0.9985798,0.9993997,0.9994251,0.9999869,0.999952,0.5,1,0.9996691,0.9970694,0.5,0.9998993,0.998299,0.9998114,0.9973549,0.9997633,0.9997299,0.9967478,0.9987891,0.9990703,0.9986686,,0.8639526,,,,,,
August,,,1.001335,,,,,,,,0.9768434,0.9506575,0.9536544,0.9376432,0.5983051,0.8789614,0.712532,0.8249869,0.8322005,0.6601919,0.6310289,0.970278,0.8893049,0.5858065,0.9273232,0.5567997,0.7246109,0.4880951,0.624706,0.849523,0.6661286,0.6497265,0.8914058,0.8791662,0.5837302,0.6960401,0.9399225,0.9964502,0.8085365,0.9871444,0.9137414,0.9233361,0.85302,0.3757935,0.9922584,0.984462,0.9970244,0.9975309,0.9999707,0.9996729,0.9946024,1,0.9999344,0.999931,0.9965244,1,1,0.9999897,1,1,0.999966,0.9986903,0.9985798,0.9993997,0.9994251,0.9999869,0.999952,0.5,1,0.9996691,0.9970694,0.5,0.9998993,0.998299,0.9998114,0.9973549,0.9997633,0.9997299,0.9967478,0.9987891,0.9990703,0.9986686,,0.8639526,,,,,,
September,,,1.001335,,,,,,,,0.9768434,0.9506575,0.9536544,0.9376432,0.5983051,0.8789614,0.712532,0.8249869,0.8322005,0.6601919,0.6310289,0.970278,0.8893049,0.5858065,0.9273232,0.5567997,0.7246109,0.4880951,0.624706,0.849523,0.6661286,0.6497265,0.8914058,0.8791662,0.5837302,0.6960401,0.9399225,0.9964502,0.8085365,0.9871444,0.9137414,0.9233361,0.85302,0.3757935,0.9922584,0.984462,0.9970244,0.9975309,0.9999707,0.9996729,0.9946024,1,0.9999344,0.999931,0.9965244,1,1,0.9999897,1,1,0.999966,0.9986903,0.9985798,0.9993997,0.9994251,0.9999869,0.999952,0.5,1,0.9996691,0.9970694,0.5,0.9998993,0.998299,0.9998114,0.9973549,0.9997633,0.9997299,0.9967478,0.9987891,0.9990703,0.9986686,,0.8639526,,,,,,
October,,,1.001335,,,,,,,,0.9768434,0.9506575,0.9536544,0.9376432,0.5983051,0.8789614,0.712532,0.8249869,0.8322005,0.6601919,0.6310289,0.970278,0.8893049,0.5858065,0.9273232,0.5567997,0.7246109,0.4880951,0.624706,0.849523,0.6661286,0.6497265,0.8914058,0.8791662,0.5837302,0.6960401,0.9399225,0.9964502,0.8085365,0.9871444,0.9137414,0.9233361,0.85302,0.3757935,0.9922584,0.984462,0.9970244,0.9975309,0.9999707,0.9996729,0.9946024,1,0.9999344,0.999931,0.9965244,1,1,0.9999897,1,1,0.999966,0.9986903,0.9985798,0.9993997,0.9994251,0.9999869,0.999952,0.5,1,0.9996691,0.9970694,0.5,0.9998993,0.998299,0.9998114,0.9973549,0.9997633,0.9997299,0.9967478,0.9987891,0.9990703,0.9986686,,0.8639526,,,,,,
November,,,1.001335,,,,,,,,0.9768434,0.9506575,0.9536544,0.9376432,0.5983051,0.8789614,0.712532,0.8249869,0.8322005,0.6601919,0.6310289,0.970278,0.8893049,0.5858065,0.9273232,0.5567997,0.7246109,0.4880951,0.624706,0.849523,0.6661286,0.6497265,0.8914058,0.8791662,0.5837302,0.6960401,0.9399225,0.9964502,0.8085365,0.9871444,0.9137414,0.9233361,0.85302,0.3757935,0.9922584,0.984462,0.9970244,0.9975309,0.9999707,0.9996729,0.9946024,1,0.9999344,0.999931,0.9965244,1,1,0.9999897,1,1,0.999966,0.9986903,0.9985798,0.9993997,0.9994251,0.9999869,0.999952,0.5,1,0.9996691,0.9970694,0.5,0.9998993,0.998299,0.9998114,0.9973549,0.9997633,0.9997299,0.9967478,0.9987891,0.9990703,0.9986686,,0.8639526,,,,,,
December,,,1.001335,,,,,,,,0.9772022,0.9510023,0.9448169,0.9235839,0.5963429,0.8535591,0.6984056,0.8242746,0.8346095,0.6568726,0.6173961,0.9537445,0.8696015,0.5716534,0.9155034,0.5435714,0.721504,0.4692484,0.6142276,0.8332641,0.6188371,0.6502519,0.8767101,0.8646823,0.582718,0.6975691,0.9263019,0.9964395,0.7911921,0.9871575,0.9106754,0.915094,0.8374131,0.3613453,0.990777,0.9848226,0.9970917,0.99762,0.9999705,0.9996701,0.9947281,1,0.9999389,0.9999348,0.9966013,1,1,0.9999902,1,1,0.9999658,0.9987472,0.9986336,0.9994307,0.9994469,0.9999874,0.9999515,0.5,1,0.9996662,0.9971836,0.5,0.9999053,0.9983473,0.9999073,0.9974291,0.9997783,0.9997404,0.9968279,0.9990487,0.9991038,0.9987058,,0.8639526,,,,,,
2039,,,1.001335,,,,,,,,0.9772022,0.9510023,0.9448169,0.9235839,0.5963429,0.8535591,0.6984056,0.8242746,0.8346095,0.6568726,0.6173961,0.9537445,0.8696015,0.5716534,0.9155034,0.5435714,0.721504,0.4692484,0.6142276,0.8332641,0.6188371,0.6502519,0.8767101,0.8646823,0.582718,0.6975691,0.9263019,0.9964395,0.7911921,0.9871575,0.9106754,0.915094,0.8374131,0.3613453,0.990777,0.9848226,0.9970917,0.99762,0.9999705,0.9996701,0.9947281,1,0.9999389,0.9999348,0.9966013,1,1,0.9999902,1,1,0.9999658,0.9987472,0.9986336,0.9994307,0.9994469,0.9999874,0.9999515,0.5,1,0.9996662,0.9971836,0.5,0.9999053,0.9983473,0.9999073,0.9974291,0.9997783,0.9997404,0.9968279,0.9990487,0.9991038,0.9987058,,0.8639526,,,,,,
February,,,1.001335,,,,,,,,0.9772022,0.9510023,0.9448169,0.9235839,0.5963429,0.8535591,0.6984056,0.8242746,0.8346095,0.6568726,0.6173961,0.9537445,0.8696015,0.5716534,0.9155034,0.5435714,0.721504,0.4692484,0.6142276,0.8332641,0.6188371,0.6502519,0.8767101,0.8646823,0.582718,0.6975691,0.9263019,0.9964395,0.7911921,0.9871575,0.9106754,0.915094,0.8374131,0.3613453,0.990777,0.9848226,0.9970917,0.99762,0.9999705,0.9996701,0.9947281,1,0.9999389,0.9999348,0.9966013,1,1,0.9999902,1,1,0.9999658,0.9987472,0.9986336,0.9994307,0.9994469,0.9999874,0.9999515,0.5,1,0.9996662,0.9971836,0.5,0.9999053,0.9983473,0.9999073,0.9974291,0.9997783,0.9997404,0.9968279,0.9990487,0.9991038,0.9987058,,0.8639526,,,,,,
March,,,1.001335,,,,,,,,0.9772022,0.9510023,0.9448169,0.9235839,0.5963429,0.8535591,0.6984056,0.8242746,0.8346095,0.6568726,0.6173961,0.9537445,0.8696015,0.5716534,0.9155034,0.5435714,0.721504,0.4692484,0.6142276,0.8332641,0.6188371,0.6502519,0.8767101,0.8646823,0.582718,0.6975691,0.9263019,0.9964395,0.7911921,0.9871575,0.9106754,0.915094,0.8374131,0.3613453,0.990777,0.9848226,0.9970917,0.99762,0.9999705,0.9996701,0.9947281,1,0.9999389,0.9999348,0.9966013,1,1,0.9999902,1,1,0.9999658,0.9987472,0.9986336,0.9994307,0.9994469,0.9999874,0.9999515,0.5,1,0.9996662,0.9971836,0.5,0.9999053,0.9983473,0.9999073,0.9974291,0.9997783,0.9997404,0.9968279,0.9990487,0.9991038,0.9987058,,0.8639526,,,,,,
April,,,1.001335,,,,,,,,0.9772022,0.9510023,0.9448169,0.9235839,0.5963429,0.8535591,0.6984056,0.8242746,0.8346095,0.6568726,0.6173961,0.9537445,0.8696015,0.5716534,0.9155034,0.5435714,0.721504,0.4692484,0.6142276,0.8332641,0.6188371,0.6502519,0.8767101,0.8646823,0.582718,0.6975691,0.9263019,0.9964395,0.7911921,0.9871575,0.9106754,0.915094,0.8374131,0.3613453,0.990777,0.9848226,0.9970917,0.99762,0.9999705,0.9996701,0.9947281,1,0.9999389,0.9999348,0.9966013,1,1,0.9999902,1,1,0.9999658,0.9987472,0.9986336,0.9994307,0.9994469,0.9999874,0.9999515,0.5,1,0.9996662,0.9971836,0.5,0.9999053,0.9983473,0.9999073,0.9974291,0.9997783,0.9997404,0.9968279,0.9990487,0.9991038,0.9987058,,0.8639526,,,,,,
May,,,1.001335,,,,,,,,0.9772022,0.9510023,0.9448169,0.9235839,0.5963429,0.8535591,0.6984056,0.8242746,0.8346095,0.6568726,0.6173961,0.9537445,0.8696015,0.5716534,0.9155034,0.5435714,0.721504,0.4692484,0.6142276,0.8332641,0.6188371,0.6502519,0.8767101,0.8646823,0.582718,0.6975691,0.9263019,0.9964395,0.7911921,0.9871575,0.9106754,0.915094,0.8374131,0.3613453,0.990777,0.9848226,0.9970917,0.99762,0.9999705,0.9996701,0.9947281,1,0.9999389,0.9999348,0.9966013,1,1,0.9999902,1,1,0.9999658,0.9987472,0.9986336,0.9994307,0.9994469,0.9999874,0.9999515,0.5,1,0.9996662,0.9971836,0.5,0.9999053,0.9983473,0.9999073,0.9974291,0.9997783,0.9997404,0.9968279,0.9990487,0.9991038,0.9987058,,0.8639526,,,,,,
June,,,1.001335,,,,,,,,0.9772022,0.9510023,0.9448169,0.9235839,0.5963429,0.8535591,0.6984056,0.8242746,0.8346095,0.6568726,0.6173961,0.9537445,0.8696015,0.5716534,0.9155034,0.5435714,0.721504,0.4692484,0.6142276,0.8332641,0.6188371,0.6502519,0.8767101,0.8646823,0.582718,0.6975691,0.9263019,0.9964395,0.7911921,0.9871575,0.9106754,0.915094,0.8374131,0.3613453,0.990777,0.9848226,0.9970917,0.99762,0.9999705,0.9996701,0.9947281,1,0.9999389,0.9999348,0.9966013,1,1,0.9999902,1,1,0.9999658,0.9987472,0.9986336,0.9994307,0.9994469,0.9999874,0.9999515,0.5,1,0.9996662,0.9971836,0.5,0.9999053,0.9983473,0.9999073,0.9974291,0.9997783,0.9997404,0.9968279,0.9990487,0.9991038,0.9987058,,0.8639526,,,,,,
