EwEVersion,"6.6.8.18072 (compiled 04/11/2022)"
Date,"04/03/2024 13:31:46"
ModelName,EMBENS_SP_DL
EcosimScenario,EMBENS_DL_test_1
TimeSeries,time_series_1991-2021_raja_incl_1991_2018
StartYear,1991

Timestep,"catch (predicted)Sharks_C_rel","catch (observed) Sharks_C_rel","catch (predicted)Rays_C_rel","catch (observed) Rays_C_rel","catch (predicted)Cod.adult_C_rel","catch (observed) Cod.adult_C_rel","catch (predicted)Whiting.adult_C_rel","catch (observed) Whiting.adult_C_rel","catch (predicted)OtherGadoids_C_rel","catch (observed) OtherGadoids_C_rel","catch (predicted)DemersalFish_C_rel","catch (observed) DemersalFish_C_rel","catch (predicted)Herring.adult_C_rel","catch (observed) Herring.adult_C_rel","catch (predicted)Sprat_C_rel","catch (observed) Sprat_C_rel","catch (predicted)Mackerel_C_rel","catch (observed) Mackerel_C_rel","catch (predicted)HorseMackerel_C_rel","catch (observed) HorseMackerel_C_rel","catch (predicted)Sandeels_C_rel","catch (observed) Sandeels_C_rel","catch (predicted)Plaice.adult_C_rel","catch (observed) Plaice.adult_C_rel","catch (predicted)Dab_C_rel","catch (observed) Dab_C_rel","catch (predicted)OtherFlatfish_C_rel","catch (observed) OtherFlatfish_C_rel","catch (predicted)Sole.adult_C_rel","catch (observed) Sole.adult_C_rel","catch (predicted)SeaBass_C_rel","catch (observed) SeaBass_C_rel","catch (predicted)PelagicFish_C_rel","catch (observed) PelagicFish_C_rel","catch (predicted)SquidCuttlefish_C_rel","catch (observed) SquidCuttlefish_C_rel","catch (predicted)LargeCrabsShrimps _C_rel","catch (observed) LargeCrabsShrimps _C_rel","catch (predicted)Crangon.com_C_rel","catch (observed) Crangon.com_C_rel",
151,0.01768461,,0.03236426,,0.1704261,,0.1534056,,0.01727767,,0.1590678,,0.2803156,,0.4302399,,0.1924868,,0.05302913,,4.123142,,0.7807686,,0.3719042,,0.1579122,,0.2553874,,0.005050778,,0.006345406,,0.006991759,,0.04363494,,0.231654,,
152,0.01773921,,0.03237448,,0.1730928,,0.1540839,,0.01725356,,0.1629769,,0.2823555,,0.4323008,,0.192492,,0.05288865,,4.055034,,0.7837438,,0.3719839,,0.1570115,,0.2608175,,0.005092203,,0.006149809,,0.00707054,,0.04347741,,0.2265339,,
153,0.01779586,,0.03241627,,0.1757174,,0.1544761,,0.01721219,,0.1660733,,0.2836486,,0.4334653,,0.1923819,,0.05286764,,3.985514,,0.7866685,,0.3720346,,0.1561492,,0.2660956,,0.00513637,,0.005945754,,0.007130795,,0.04320991,,0.2129917,,
154,0.01785403,,0.03249195,,0.178405,,0.154732,,0.0171573,,0.1683681,,0.2841004,,0.4339258,,0.1921688,,0.05296255,,3.919192,,0.7894325,,0.3720617,,0.1553652,,0.2711563,,0.005185714,,0.005740451,,0.007181586,,0.04285892,,0.1972024,,
155,0.01791282,,0.0326026,,0.1812463,,0.1549076,,0.01709278,,0.1698867,,0.2836317,,0.4338823,,0.1918692,,0.05316494,,3.859967,,0.7919914,,0.3720643,,0.1546624,,0.2759265,,0.005240028,,0.005538564,,0.007227776,,0.04245266,,0.1883284,,
156,0.01797144,,0.03274892,,0.1840427,,0.154948,,0.01702198,,0.1706429,,0.2821618,,0.4335122,,0.191499,,0.05346335,,3.810363,,0.7941722,,0.372034,,0.1540006,,0.2803769,,0.005298387,,0.005342842,,0.007268439,,0.04201325,,0.1917977,,
157,0.01802842,,0.03292675,,0.1982592,,0.1302668,,0.01694811,,0.1705646,,0.3481931,,0.6192622,,0.1774803,,0.05384369,,3.822883,,0.7958731,,0.3719597,,0.1533021,,0.2796879,,0.005607235,,0.003849528,,0.007297121,,0.04155905,,0.2048758,,
158,0.01808046,,0.03312768,,0.2000051,,0.1296801,,0.01687427,,0.1695679,,0.3426852,,0.5902209,,0.1773515,,0.05428806,,3.793316,,0.7968934,,0.3718328,,0.1525034,,0.283433,,0.005651675,,0.003736138,,0.007308265,,0.04110419,,0.2101081,,
159,0.01812677,,0.03333719,,0.201877,,0.1290551,,0.01680264,,0.16748,,0.3363269,,0.5667737,,0.177121,,0.05477414,,3.774825,,0.7972161,,0.3716502,,0.1516325,,0.2866438,,0.005681089,,0.003623483,,0.007295465,,0.04064991,,0.2128453,,
160,0.01817252,,0.03354882,,0.2040546,,0.1283673,,0.01673449,,0.1640385,,0.3293341,,0.5477269,,0.1768191,,0.0552903,,3.763705,,0.7967551,,0.3714213,,0.1507478,,0.2893248,,0.005705217,,0.003512828,,0.007247615,,0.04017239,,0.2101611,,
161,0.01821814,,0.03375645,,0.2064498,,0.1275225,,0.01667377,,0.1593622,,0.3220421,,0.5322422,,0.1764691,,0.0558238,,3.759866,,0.7954903,,0.3711618,,0.1499125,,0.291472,,0.005726676,,0.003408269,,0.007169971,,0.03969168,,0.1991796,,
162,0.0182636,0.01460599,0.03395811,0.04115528,0.2090052,0.1017753,0.1266598,0.1552846,0.01662498,0.02530564,0.15381,,0.3148851,0.4013757,0.5196629,0.5913222,0.1760928,0.1823578,0.05636137,0.4467047,3.764251,25.69018,0.7933905,0.7048904,0.3708897,0.5108806,0.1491769,0.1892136,0.2930357,0.2930795,0.005749362,0.008119014,0.003314085,0.00203843,0.007075894,0.01413841,0.03924336,0.05864858,0.1839064,0.1504901,
163,0.01830867,,0.03415251,,0.2117035,,0.1259124,,0.01659187,,0.1478408,,0.3082958,,0.5094546,,0.1757149,,0.05688791,,3.777762,,0.7904786,,0.37062,,0.1485641,,0.2939268,,0.005775348,,0.003232766,,0.006980007,,0.03886421,,0.1710502,,
164,0.0183532,,0.03433854,,0.2144973,,0.1253113,,0.01657622,,0.1418807,,0.3026777,,0.5011545,,0.1753596,,0.05738733,,3.800367,,0.7868247,,0.3703597,,0.1480627,,0.2940056,,0.005804967,,0.00316482,,0.006892544,,0.03857912,,0.1667649,,
165,0.01839708,,0.03451643,,0.2172705,,0.1247842,,0.01657809,,0.1362975,,0.298357,,0.4943751,,0.1750496,,0.05784386,,3.831268,,0.7824965,,0.3701084,,0.1476294,,0.2931074,,0.005837127,,0.003109556,,0.0068198,,0.03840098,,0.1756196,,
166,0.01843885,,0.03468488,,0.2197761,,0.1241102,,0.0165963,,0.1313606,,0.2955998,,0.4888051,,0.1748029,,0.05824105,,3.869259,,0.777602,,0.3698626,,0.1471917,,0.2909938,,0.005863788,,0.003064536,,0.006762037,,0.03833367,,0.1877917,,
167,0.01847678,,0.03483708,,0.221741,,0.1231126,,0.01662817,,0.1271429,,0.2944981,,0.4841535,,0.1746274,,0.05856022,,3.912156,,0.7722918,,0.369619,,0.1467141,,0.2874385,,0.005874782,,0.003026081,,0.006711366,,0.03836816,,0.1913794,,
168,0.01851355,,0.0349641,,0.2234434,,0.1226359,,0.01666976,,0.1235035,,0.2949981,,0.4800958,,0.1745241,,0.05878569,,3.956153,,0.7667967,,0.369384,,0.1462378,,0.2822719,,0.005875552,,0.002992541,,0.006657605,,0.03847669,,0.1948141,,
169,0.01855442,,0.0350611,,0.2301293,,0.116427,,0.01671716,,0.120246,,0.3572746,,0.3289617,,0.1431373,,0.05891576,,5.302455,,0.7612748,,0.3691722,,0.1458083,,0.2707255,,0.00639878,,0.002709686,,0.006589471,,0.03862478,,0.1898257,,
170,0.01859852,,0.03512719,,0.2308382,,0.1161403,,0.01676993,,0.1175936,,0.3597909,,0.3432806,,0.1438771,,0.05894885,,5.26862,,0.7558546,,0.3689989,,0.1454709,,0.2646593,,0.006391527,,0.002692246,,0.006518146,,0.03882593,,0.1786597,,
171,0.01864528,,0.03516282,,0.2311248,,0.11605,,0.0168275,,0.1157046,,0.3636511,,0.3563862,,0.1445968,,0.05888624,,5.249884,,0.7506328,,0.3688748,,0.1452457,,0.2604254,,0.006392076,,0.002680793,,0.006455981,,0.03909293,,0.166725,,
172,0.01869394,,0.03516841,,0.2309732,,0.116171,,0.01688828,,0.1146415,,0.3684915,,0.3684065,,0.1452975,,0.05873143,,5.246628,,0.7456564,,0.3688007,,0.1451227,,0.2575223,,0.006401311,,0.002674796,,0.006411969,,0.03943055,,0.1628331,,
173,0.01874396,,0.03514602,,0.2303683,,0.1164483,,0.01694957,,0.1143933,,0.373973,,0.3794006,,0.1459793,,0.05849131,,5.257473,,0.7409243,,0.3687676,,0.1450595,,0.2555349,,0.006418814,,0.002673016,,0.006391359,,0.03983341,,0.173829,,
174,0.01879413,0.02190898,0.03509875,0.03812384,0.229258,0.08288008,0.116663,0.1151464,0.01700825,0.02070875,0.1149048,,0.3798076,0.4119491,0.3893939,0.141424,0.1466417,0.1400481,0.05817567,0.3859403,5.280083,41.45818,0.7363988,0.6669522,0.3687616,0.4683306,0.1449814,0.172607,0.254133,0.263854,0.006439262,0.01069226,0.002673411,0.001252785,0.006395628,0.006511506,0.04028971,0.02758244,0.19484,0.1572452,
175,0.01884075,,0.03502683,,0.2275603,,0.1166399,,0.01706081,,0.1160449,,0.385761,,0.3983841,,0.1472795,,0.05779484,,5.311231,,0.7326339,,0.368768,,0.1448272,,0.2530832,,0.006451036,,0.002672736,,0.006418751,,0.0407813,,0.2076338,,
176,0.01888497,,0.03492643,,0.2254118,,0.1167371,,0.0171032,,0.1175853,,0.3916375,,0.4063058,,0.1478827,,0.05735933,,5.34623,,0.7295313,,0.3687773,,0.144615,,0.2522552,,0.006452193,,0.002668427,,0.006450415,,0.04127923,,0.2134867,,
177,0.01893152,,0.03479562,,0.2228708,,0.1169819,,0.01713146,,0.1193075,,0.3972711,,0.4130321,,0.14845,,0.05688779,,5.379264,,0.7269928,,0.3687903,,0.1443901,,0.2515368,,0.006451526,,0.002659022,,0.006477823,,0.04174218,,0.2114147,,
178,0.0189818,,0.03463584,,0.2198071,,0.1172039,,0.0171448,,0.121185,,0.4025295,,0.4185573,,0.1489828,,0.05640193,,5.408028,,0.7249225,,0.3688147,,0.1441927,,0.2508462,,0.006453651,,0.002645126,,0.00649665,,0.04215518,,0.2008178,,
179,0.01903613,,0.03444931,,0.2164651,,0.1175204,,0.01714448,,0.1231587,,0.4072972,,0.4229673,,0.1494315,,0.05592461,,5.432282,,0.7232248,,0.3688594,,0.1440399,,0.2501044,,0.006466153,,0.002628946,,0.00650505,,0.04252011,,0.1864552,,
180,0.01909374,,0.0342423,,0.2131398,,0.1180235,,0.01713255,,0.1252967,,0.4114951,,0.4264008,,0.1498003,,0.05547563,,5.452662,,0.7218326,,0.3689266,,0.1439449,,0.2492389,,0.006491367,,0.002611273,,0.00651589,,0.04284555,,0.1751744,,
181,0.01915376,,0.03402207,,0.1883143,,0.1361213,,0.01711029,,0.1276103,,0.3589332,,0.5082324,,0.1358874,,0.05507068,,6.559578,,0.7206876,,0.3690077,,0.1438904,,0.2265314,,0.006796354,,0.002300749,,0.006537508,,0.04313303,,0.1755063,,
182,0.01921506,,0.03379902,,0.1870162,,0.136531,,0.01707858,,0.1301098,,0.3623015,,0.5006781,,0.1363747,,0.05472258,,6.487116,,0.7197198,,0.3690846,,0.1438229,,0.2261129,,0.006842617,,0.002287612,,0.006575122,,0.04337919,,0.1940735,,
183,0.01927465,,0.03358202,,0.1858374,,0.1365939,,0.01703858,,0.1327443,,0.364777,,0.4940333,,0.1367723,,0.05443881,,6.428835,,0.7189727,,0.3691407,,0.1436521,,0.2253117,,0.006886324,,0.002272026,,0.006626653,,0.04357697,,0.2130999,,
184,0.01932951,,0.03336993,,0.1848313,,0.1362042,,0.01699095,,0.1353087,,0.3663036,,0.488254,,0.1370782,,0.05421801,,6.38359,,0.7185279,,0.3691622,,0.1433521,,0.2241462,,0.006912641,,0.002251867,,0.006680674,,0.04371139,,0.2217944,,
185,0.01938358,,0.03315786,,0.1843572,,0.1361579,,0.01693571,,0.1374952,,0.3667738,,0.4831367,,0.1372932,,0.05405972,,6.347,,0.7185178,,0.3691491,,0.1429756,,0.2227174,,0.006932467,,0.002226897,,0.006722823,,0.04374488,,0.2286671,,
186,0.01944125,0.02249681,0.03294344,0.03779433,0.1844037,0.08239962,0.1359181,0.1083606,0.01687483,0.01938931,0.1391197,0.08452491,0.3660674,0.3240171,0.4785287,1.074082,0.1374309,0.04103049,0.05396985,0.3212384,6.315981,19.65643,0.7191152,0.639246,0.369112,0.4225893,0.1425799,0.1815108,0.2210571,0.2094486,0.00695636,0.01221845,0.002197896,0.003178181,0.006745195,0.01068701,0.04365031,0.0441222,0.2233344,0.1715418,
187,0.0195009,,0.03273063,,0.1848823,,0.1355713,,0.01681386,,0.1402562,,0.3641244,,0.4745171,,0.1375018,,0.05395048,,6.292615,,0.7203386,,0.3690633,,0.1422201,,0.2191802,,0.006986584,,0.002167634,,0.00675755,,0.04345199,,0.2094288,,
188,0.01956178,,0.03252584,,0.1857069,,0.1352677,,0.01675824,,0.1410161,,0.3609425,,0.4711669,,0.1375203,,0.05400087,,6.278523,,0.722276,,0.3690151,,0.1419286,,0.2171255,,0.007026484,,0.002138175,,0.006770755,,0.04317904,,0.1943637,,
189,0.01962289,,0.03233488,,0.1867583,,0.1350485,,0.01671231,,0.1414969,,0.3565955,,0.4685089,,0.1375006,,0.05411662,,6.274473,,0.7248034,,0.368973,,0.1417063,,0.2148821,,0.007076068,,0.002110511,,0.006793109,,0.04285958,,0.1873131,,
190,0.0196835,,0.03216434,,0.1878969,,0.1348671,,0.01667881,,0.1417742,,0.3512459,,0.4665315,,0.1374568,,0.05429153,,6.280151,,0.7278248,,0.3689347,,0.1415185,,0.2124108,,0.007134839,,0.002084981,,0.006829992,,0.04251486,,0.1946734,,
191,0.01974214,,0.03202124,,0.18895,,0.1345379,,0.01665936,,0.1419121,,0.3451685,,0.4652091,,0.1374018,,0.05451792,,6.294822,,0.7311053,,0.3688941,,0.141296,,0.2096886,,0.007197257,,0.002061167,,0.006883493,,0.04216204,,0.2117337,,
192,0.01979522,,0.03190716,,0.1896608,,0.1336626,,0.01665428,,0.1419013,,0.3387389,,0.4644926,,0.1373435,,0.0547838,,6.317254,,0.7344245,,0.3688437,,0.1409722,,0.2067393,,0.007246224,,0.002037081,,0.006946849,,0.04181347,,0.2186319,,
193,0.01984283,,0.03181617,,0.1753884,,0.1217914,,0.0166622,,0.1416663,,0.2932226,,0.4691106,,0.1516508,,0.05507257,,2.411595,,0.7376575,,0.3687817,,0.1405692,,0.1839549,,0.006706994,,0.001605542,,0.007011293,,0.04146708,,0.2234863,,
194,0.01989233,,0.03174466,,0.1765037,,0.1217113,,0.01668023,,0.1410131,,0.288596,,0.4684292,,0.1513186,,0.05537875,,2.541195,,0.7406322,,0.3687161,,0.1401322,,0.1816656,,0.006745072,,0.001588218,,0.007064844,,0.04109323,,0.2221675,,
195,0.01994405,,0.03169366,,0.1773155,,0.1217187,,0.01670846,,0.1401255,,0.2845287,,0.4679963,,0.1510801,,0.05569558,,2.652847,,0.7433271,,0.3686612,,0.139714,,0.1795081,,0.006784033,,0.001569955,,0.007112571,,0.04071276,,0.2115401,,
196,0.01999816,,0.03166987,,0.1777694,,0.1219516,,0.01674728,,0.1393327,,0.2813259,,0.4678158,,0.1509542,,0.05601636,,2.743713,,0.7456279,,0.368632,,0.1393563,,0.1777837,,0.006828591,,0.00155197,,0.007166229,,0.0403592,,0.1961742,,
197,0.02005459,,0.03168123,,0.1778376,,0.1225327,,0.01679647,,0.1389802,,0.2791657,,0.4678971,,0.1509584,,0.05633309,,2.811607,,0.7474491,,0.3686387,,0.139074,,0.1766821,,0.006881139,,0.001534917,,0.007237277,,0.04006528,,0.1836565,,
198,0.0201132,0.02843618,0.03173568,0.03687172,0.1774977,0.08449704,0.1234705,0.07622553,0.0168543,0.01517474,0.1393394,0.2953726,0.2781272,0.1423437,0.4682176,0.8372517,0.1511069,0.03960378,0.05663732,0.3159425,2.854789,1.454689,0.748756,0.5364379,0.3686822,0.5974224,0.1388482,0.158227,0.1762907,0.2161499,0.006941992,0.01206538,0.00151872,0.0008289614,0.007331999,0.006279383,0.03985109,0.04695875,0.1804631,0.1790099,
199,0.02017364,,0.0318418,,0.1767254,,0.1246516,,0.01691796,,0.140604,,0.2781985,,0.4687345,,0.1514085,,0.05692146,,2.872249,,0.7495523,,0.3687557,,0.138626,,0.1766283,,0.007009509,,0.001502867,,0.00745135,,0.03972437,,0.1910245,,
200,0.02023346,,0.03200398,,0.1754815,,0.1257989,,0.01698402,,0.1428427,,0.2793226,,0.4693997,,0.1518583,,0.05717746,,2.864127,,0.7498164,,0.3688485,,0.1383239,,0.1776577,,0.007071765,,0.001485975,,0.007587183,,0.03968385,,0.2035237,,
201,0.02028985,,0.0322118,,0.1739053,,0.1267635,,0.01704816,,0.1458341,,0.281355,,0.4701172,,0.1524124,,0.05739372,,2.831426,,0.7495686,,0.3689499,,0.1378985,,0.1793074,,0.007114898,,0.00146621,,0.007720403,,0.03971591,,0.2086802,,
202,0.02034616,,0.03245619,,0.172353,,0.1282031,,0.01710543,,0.1492515,,0.2840962,,0.470687,,0.1530449,,0.05756316,,2.775195,,0.7489291,,0.3690591,,0.1373867,,0.1815069,,0.007148087,,0.001442728,,0.007836583,,0.03978603,,0.2139876,,
203,0.02040695,,0.03273426,,0.1708497,,0.1296117,,0.01715218,,0.1528227,,0.2873167,,0.4709389,,0.1537292,,0.05768828,,2.698376,,0.7479885,,0.369183,,0.1368341,,0.1841775,,0.007182683,,0.001415525,,0.007924438,,0.03986379,,0.20975,,
204,0.02047045,,0.03304184,,0.1693836,,0.130983,,0.01718795,,0.1564667,,0.2908138,,0.4709045,,0.1544297,,0.05777146,,2.608572,,0.7468178,,0.3693283,,0.1362897,,0.1872271,,0.007220434,,0.001386023,,0.007988788,,0.03995864,,0.1981671,,
205,0.02053593,,0.03337282,,0.1608536,,0.1321558,,0.01721263,,0.1599506,,0.181915,,0.4485239,,0.1501975,,0.05781594,,4.651441,,0.7454507,,0.3694998,,0.1357831,,0.1865322,,0.007264805,,0.001074238,,0.008033625,,0.04007762,,0.1851719,,
206,0.02060195,,0.0337201,,0.1599671,,0.1331568,,0.01722591,,0.1630295,,0.1851474,,0.4507469,,0.150837,,0.05782503,,4.375579,,0.7438753,,0.3696937,,0.1353208,,0.1901795,,0.007315515,,0.001052268,,0.008061547,,0.04022358,,0.1788307,,
207,0.02066755,,0.03407615,,0.1591695,,0.1338644,,0.01722714,,0.1653825,,0.1880703,,0.4523982,,0.1513299,,0.05780352,,4.154285,,0.7420225,,0.3698993,,0.134881,,0.1938747,,0.007370743,,0.001029979,,0.008072615,,0.04039004,,0.1842342,,
208,0.02073122,,0.0344343,,0.1584756,,0.1340896,,0.01721595,,0.1667251,,0.1906255,,0.4535334,,0.1516599,,0.05775768,,3.992383,,0.7398143,,0.3701014,,0.1344188,,0.1974986,,0.007423962,,0.001007361,,0.008064829,,0.04056711,,0.1982161,,
209,0.02079015,,0.03478489,,0.1578525,,0.1336379,,0.01719223,,0.1667882,,0.192769,,0.4542046,,0.151825,,0.05769246,,3.887769,,0.7371518,,0.3702845,,0.1338945,,0.2009594,,0.007460873,,0.0009840011,,0.008030427,,0.04074213,,0.2052113,,
210,0.02084435,0.01997189,0.03511453,0.03489468,0.1574348,0.1214147,0.133029,0.08308606,0.01715561,0.01363228,0.1652642,0.329627,0.1944497,0.07809507,0.454406,0.2870466,0.151829,0.04186849,0.05761041,0.1641013,3.832796,2.599681,0.7339528,0.5555062,0.370439,0.6078081,0.133336,0.131391,0.2041976,0.2149047,0.007478849,0.01214569,0.000959857,0.003132104,0.007958859,0.005736757,0.0408937,0.04526393,0.2080379,0.1876865,
211,0.02089883,,0.03541825,,0.157275,,0.132297,,0.01710571,,0.1618514,,0.1956049,,0.4540536,,0.1516892,,0.05752185,,3.816369,,0.7301768,,0.3705657,,0.1327974,,0.2071742,,0.007488718,,0.0009352304,,0.007837982,,0.04098556,,0.2044655,,
212,0.0209543,,0.03569113,,0.1572742,,0.131345,,0.01704536,,0.1566222,,0.1961983,,0.4532308,,0.1514271,,0.05743769,,3.830965,,0.7260231,,0.3706708,,0.1323376,,0.2098691,,0.00749453,,0.0009112583,,0.007673653,,0.04101618,,0.1931817,,
213,0.02101088,,0.03593354,,0.1573538,,0.1303213,,0.01697892,,0.1499981,,0.1961932,,0.4520984,,0.1510691,,0.05736754,,3.870672,,0.72168,,0.3707619,,0.1320031,,0.2122491,,0.007503253,,0.0008893239,,0.00748309,,0.04100212,,0.1782222,,
214,0.02106778,,0.03614536,,0.1574236,,0.1293553,,0.01691097,,0.1426188,,0.1955678,,0.4508522,,0.1506432,,0.05731536,,3.930468,,0.717213,,0.3708433,,0.1318128,,0.2142568,,0.007517811,,0.0008703982,,0.007285931,,0.04096869,,0.1658982,,
215,0.02112435,,0.03632642,,0.1573893,,0.1284666,,0.01684472,,0.1351503,,0.1943214,,0.4496525,,0.1501759,,0.05727963,,4.005128,,0.712628,,0.3709106,,0.1317539,,0.2158218,,0.007538853,,0.0008548883,,0.007096439,,0.04093427,,0.1629042,,
216,0.02117983,,0.0364777,,0.1571564,,0.1275342,,0.01678217,,0.12821,,0.1924846,,0.448632,,0.1496935,,0.05725476,,4.089702,,0.7079037,,0.3709541,,0.1317828,,0.2168683,,0.00756459,,0.0008428553,,0.006924415,,0.04091074,,0.1744928,,
217,0.02123173,,0.0365976,,0.1543101,,0.132338,,0.01672465,,0.1222372,,0.1005325,,0.2729771,,0.1346133,,0.05723074,,5.146131,,0.7032418,,0.3709629,,0.1318275,,0.2316584,,0.007260102,,0.0007561318,,0.006772072,,0.04090482,,0.1888007,,
218,0.02127807,,0.03667925,,0.1535781,,0.1307689,,0.01667226,,0.1173994,,0.0995211,,0.2852439,,0.1344847,,0.0571921,,5.192615,,0.6989042,,0.3709292,,0.1318574,,0.2311254,,0.007266556,,0.000750624,,0.00663258,,0.04091241,,0.1937135,,
219,0.02132222,,0.03671379,,0.1526527,,0.129775,,0.01662414,,0.1135613,,0.09825663,,0.2963083,,0.1343467,,0.05712575,,5.245716,,0.6949959,,0.3708577,,0.1319104,,0.2300494,,0.007262656,,0.0007467996,,0.006495419,,0.04090963,,0.1971845,,
220,0.0213696,,0.0366963,,0.1515016,,0.1288322,,0.01658005,,0.1105863,,0.09681436,,0.3060456,,0.1342174,,0.0570315,,5.29997,,0.6915781,,0.3707642,,0.1320296,,0.2284186,,0.007258558,,0.0007445444,,0.006351857,,0.04086965,,0.191389,,
221,0.02141933,,0.03662661,,0.150115,,0.1280957,,0.01654385,,0.1086635,,0.09529752,,0.314495,,0.1341052,,0.05690861,,5.355329,,0.6886953,,0.3706659,,0.1322494,,0.2262247,,0.007260355,,0.000744657,,0.006213879,,0.04081814,,0.1793396,,
222,0.02147089,0.02803032,0.03650489,0.02860112,0.148573,0.1903932,0.1277299,0.1586023,0.01651934,0.02224302,0.1078698,0.1463035,0.09382091,0.1836515,0.3217303,0.3751633,0.1340119,0.1063973,0.05675657,0.1291706,5.412202,1.370997,0.6863638,0.6833411,0.3705781,0.5378804,0.1325811,0.1358366,0.2234667,0.2320599,0.007272735,0.01542879,0.0007475981,0.0008409229,0.006093966,0.005501921,0.04078437,0.02525589,0.1668893,0.2597229,
223,0.02152384,,0.03633297,,0.1469551,,0.1277782,,0.01650879,,0.1081918,,0.09249727,,0.327829,,0.1339505,,0.05657539,,5.470341,,0.6845483,,0.3705063,,0.1330123,,0.2201531,,0.00729686,,0.0007533498,,0.006002294,,0.04078853,,0.1632654,,
224,0.02157804,,0.03611533,,0.1453329,,0.1281881,,0.01651283,,0.1095425,,0.09142877,,0.3328696,,0.1339298,,0.05636667,,5.528874,,0.6831751,,0.3704477,,0.1334992,,0.2163128,,0.007332556,,0.0007617057,,0.005944255,,0.04083975,,0.1763163,,
225,0.02163244,,0.03585828,,0.1437033,,0.1287628,,0.01653102,,0.1117898,,0.09070305,,0.3369419,,0.133955,,0.0561333,,5.586746,,0.6821526,,0.3703953,,0.1339636,,0.2134478,,0.007373478,,0.0007721761,,0.005920265,,0.04093923,,0.1993648,,
226,0.02168452,,0.03556607,,0.1420396,,0.1292304,,0.01656175,,0.1147205,,0.09036835,,0.3401231,,0.1340229,,0.05587696,,5.642426,,0.6814033,,0.3703417,,0.1343423,,0.2115576,,0.00740509,,0.0007837819,,0.005923456,,0.04107961,,0.2121814,,
227,0.0217346,,0.03523732,,0.140452,,0.1300442,,0.01660198,,0.1180128,,0.09043897,,0.3424151,,0.1341195,,0.05559838,,5.693047,,0.6809711,,0.3702852,,0.1346527,,0.2104206,,0.007425168,,0.0007957024,,0.005941976,,0.04123921,,0.2185391,,
228,0.02178806,,0.03486969,,0.1390143,,0.1311268,,0.01664791,,0.1213731,,0.09089099,,0.3437348,,0.1342371,,0.05530769,,5.734347,,0.6809139,,0.3702349,,0.1349359,,0.2098684,,0.007444357,,0.0008073288,,0.005961903,,0.0413795,,0.2163207,,
229,0.02184603,,0.0344662,,0.114714,,0.1323088,,0.0166984,,0.1247336,,0.09939732,,0.3923068,,0.1295075,,0.05501769,,3.339382,,0.6812896,,0.3702048,,0.1352363,,0.2226598,,0.008795195,,0.0008110219,,0.005982878,,0.04149618,,0.2050596,,
230,0.02190915,,0.03403895,,0.1147934,,0.1336221,,0.01675306,,0.1281397,,0.1005397,,0.3884605,,0.1297721,,0.05474319,,3.449172,,0.6821387,,0.3702058,,0.1355878,,0.2225056,,0.008805976,,0.0008224408,,0.006011978,,0.04160003,,0.1899182,,
231,0.02197627,,0.03360456,,0.1149857,,0.1351126,,0.01681176,,0.1316877,,0.1019146,,0.3847816,,0.1300644,,0.05449655,,3.538591,,0.6835036,,0.3702462,,0.1359987,,0.2226412,,0.008833034,,0.0008341778,,0.006057804,,0.04170889,,0.1782267,,
232,0.02204656,,0.03318164,,0.1152784,,0.1367343,,0.01687276,,0.1354447,,0.1034368,,0.3814438,,0.1303872,,0.05428803,,3.605773,,0.6854115,,0.3703214,,0.1364461,,0.2229143,,0.008877235,,0.0008461161,,0.006125142,,0.04183003,,0.178437,,
233,0.02211905,,0.03279151,,0.1156319,,0.1383448,,0.01693345,,0.1394691,,0.1050275,,0.378544,,0.130743,,0.05412677,,3.649351,,0.687894,,0.3704192,,0.1368727,,0.2231915,,0.008936124,,0.0008579444,,0.006216323,,0.04196325,,0.1970566,,
234,0.02219016,0.03959299,0.03245319,0.01993511,0.115955,0.151762,0.1395878,0.1311453,0.01699079,0.01933014,0.1437671,0.1168784,0.106619,0.1362076,0.3761237,1.808605,0.1311305,0.1177962,0.05401845,0.02898549,3.668743,0.5573454,0.6910036,0.7947728,0.3705232,0.5405397,0.1371838,0.1471044,0.2233724,0.2135293,0.008990206,0.01624912,0.0008687358,0.0004897894,0.006326721,0.008443857,0.04210306,0.02843757,0.2155376,0.3000738,
235,0.02225615,,0.03217235,,0.1162063,,0.1403989,,0.01704083,,0.1481762,,0.108152,,0.3741166,,0.131537,,0.05396064,,3.663532,,0.6948326,,0.3706186,,0.1373482,,0.2234011,,0.009018686,,0.0008771942,,0.006442803,,0.04223415,,0.2242999,,
236,0.02232195,,0.03194798,,0.1164879,,0.1415541,,0.01707886,,0.1524228,,0.1095724,,0.3722746,,0.1319471,,0.05395338,,3.632123,,0.6992949,,0.3707037,,0.137412,,0.2232836,,0.009036947,,0.0008827288,,0.006548903,,0.04231639,,0.231903,,
237,0.02239269,,0.03178042,,0.1167451,,0.1425138,,0.01710219,,0.1563303,,0.1108235,,0.3704152,,0.1323528,,0.05400334,,3.574972,,0.7042875,,0.3707864,,0.137427,,0.2230406,,0.009058808,,0.0008851878,,0.006635174,,0.04232097,,0.2267803,,
238,0.02246641,,0.03167345,,0.1169159,,0.1433241,,0.0171118,,0.159921,,0.1118586,,0.368603,,0.1327441,,0.05411335,,3.497807,,0.7097111,,0.3708749,,0.1374447,,0.2226537,,0.009086254,,0.0008853291,,0.006706339,,0.042265,,0.2125573,,
