EwEVersion,"6.6.8.18072 (compiled 04/11/2022)"
Date,"04/03/2024 13:31:46"
ModelName,EMBENS_SP_DL
EcosimScenario,EMBENS_DL_test_1
TimeSeries,time_series_1991-2021_raja_incl_1991_2018
StartYear,1991

Timestep,"biomass (predicted) Cod.adult_B_rel","biomass (observed) Cod.adult_B_rel","biomass (predicted) Herring.adult_B_rel","biomass (observed) Herring.adult_B_rel","biomass (predicted) Whiting.adult_B_rel","biomass (observed) Whiting.adult_B_rel","biomass (predicted) Mackerel_B_rel","biomass (observed) Mackerel_B_rel","biomass (predicted) Sprat_B_rel","biomass (observed) Sprat_B_rel","biomass (predicted) Plaice.adult_B_rel","biomass (observed) Plaice.adult_B_rel","biomass (predicted) Sole.adult_B_rel","biomass (observed) Sole.adult_B_rel","biomass (predicted) OtherFlatfish_B_rel","biomass (observed) OtherFlatfish_B_rel","biomass (predicted) Dab_B_rel","biomass (observed) Dab_B_rel","biomass (predicted) Rays_B_rel","biomass (observed) Rays_B_rel","biomass (predicted) Sharks_B_rel","biomass (observed) Sharks_B_rel","biomass (predicted) OtherGadoids_B_rel","biomass (observed) OtherGadoids_B_rel","biomass (predicted) DemersalFish_B_rel","biomass (observed) DemersalFish_B_rel","biomass (predicted) SeaBass_B_rel","biomass (observed) SeaBass_B_rel","biomass (predicted) HorseMackerel_B_rel","biomass (observed) HorseMackerel_B_rel","biomass (predicted) PelagicFish_B_rel","biomass (observed) PelagicFish_B_rel","biomass (predicted) Sandeels_B_rel","biomass (observed) Sandeels_B_rel",
188,0.254393,,1.44377,,0.5881203,,0.4911438,,0.2838355,,0.7051462,,0.434251,,0.2851282,,29.15418,,0.9074184,,0.02058831,,0.3528088,,1.27249,,0.02810594,,1.660029,,0.01149556,,5.366259,,
189,0.2558333,,1.426382,,0.5871674,,0.4910737,,0.2822343,,0.7076137,,0.4297642,,0.2846816,,29.15086,,0.9020909,,0.02065263,,0.3518418,,1.276828,,0.02830427,,1.663588,,0.01134683,,5.362797,,
190,0.257393,,1.404984,,0.5863786,,0.4909171,,0.2810431,,0.7105634,,0.4248215,,0.2843044,,29.14783,,0.897333,,0.02071641,,0.3511366,,1.279331,,0.02853936,,1.668965,,0.01120958,,5.367651,,
191,0.2588356,,1.380674,,0.5849475,,0.4907209,,0.2802465,,0.7137661,,0.4193771,,0.2838574,,29.14462,,0.8933409,,0.02077813,,0.3507271,,1.280575,,0.02878903,,1.675924,,0.01108155,,5.38019,,
192,0.2598094,,1.354955,,0.5811418,,0.4905126,,0.2798148,,0.7170066,,0.4134786,,0.2832068,,29.14064,,0.8901582,,0.020834,,0.3506202,,1.280477,,0.0289849,,1.684097,,0.01095205,,5.399362,,
193,0.2617737,,1.33283,,0.5799592,,0.489196,,0.2792325,,0.7201629,,0.4087887,,0.2823972,,29.13574,,0.8876196,,0.0208841,,0.3507869,,1.278357,,0.02916084,,1.692974,,0.01084826,,5.741893,,
194,0.2634384,,1.3118,,0.5795774,,0.4881245,,0.2788269,,0.723067,,0.4037014,,0.2815193,,29.13056,,0.8856245,,0.0209362,,0.3511664,,1.272463,,0.0293264,,1.702386,,0.01073121,,6.050464,,
195,0.26465,,1.293312,,0.5796131,,0.4873553,,0.2785693,,0.7256981,,0.3989069,,0.2806792,,29.12622,,0.8842019,,0.02099063,,0.3517608,,1.264453,,0.0294958,,1.712126,,0.0106078,,6.316301,,
196,0.2653275,,1.278754,,0.5807222,,0.486949,,0.2784618,,0.7279443,,0.3950748,,0.2799605,,29.12391,,0.8835382,,0.02104759,,0.3525782,,1.257299,,0.02968952,,1.721987,,0.01048629,,6.53265,,
197,0.2654292,,1.268935,,0.5834891,,0.4869627,,0.2785102,,0.7297223,,0.3926269,,0.2793935,,29.12444,,0.8838551,,0.02110698,,0.3536136,,1.254119,,0.029918,,1.731724,,0.01037106,,6.694303,,
198,0.264922,0.1979401,1.264215,0.6897421,0.5879546,0.1962998,0.4874417,0.1293476,0.278701,0.6243297,0.7309982,0.3600022,0.391757,0.1943779,0.2789399,0.2308189,29.12788,20.95605,0.8853742,0.3426243,0.02116866,0.008878713,0.3548313,1.770951,1.25736,0.6008818,0.03018257,0.005382526,1.741076,0.2597229,0.01026162,0.1107672,6.797116,4.357382,
199,0.2637693,,1.264539,,0.593579,,0.4884144,,0.2790087,,0.7317756,,0.3925073,,0.2784934,,29.13369,,0.8883347,,0.02123227,,0.3561715,,1.268771,,0.03047612,,1.74981,,0.0101545,,6.838688,,
200,0.2619127,,1.269648,,0.5990422,,0.4898655,,0.2794046,,0.7320334,,0.3947949,,0.2778866,,29.14102,,0.8928593,,0.02129524,,0.3575622,,1.288973,,0.0307468,,1.75768,,0.01004037,,6.81935,,
201,0.2595601,,1.278886,,0.6036358,,0.4916528,,0.2798316,,0.7317915,,0.3984608,,0.277032,,29.14903,,0.8986572,,0.02135458,,0.3589125,,1.315966,,0.03093434,,1.764328,,0.009906824,,6.74149,,
202,0.2572432,,1.291346,,0.6104908,,0.4936933,,0.2801709,,0.7311671,,0.4033486,,0.2760037,,29.15766,,0.9054753,,0.02141385,,0.3601182,,1.346804,,0.03107864,,1.769537,,0.009748162,,6.607607,,
203,0.2549996,,1.305985,,0.6171987,,0.4959007,,0.2803208,,0.7302488,,0.4092835,,0.2748936,,29.16745,,0.913233,,0.02147783,,0.3611023,,1.37903,,0.03122906,,1.773383,,0.00956436,,6.424706,,
204,0.2528114,,1.321881,,0.6237286,,0.4981602,,0.2803003,,0.7291059,,0.4160602,,0.2737999,,29.17893,,0.921814,,0.02154466,,0.3618554,,1.411912,,0.03139319,,1.77594,,0.009365023,,6.210885,,
205,0.2513338,,1.347518,,0.6293134,,0.5006583,,0.2820905,,0.7277712,,0.4239368,,0.2727822,,29.19247,,0.9310477,,0.02161357,,0.3623751,,1.44335,,0.03158611,,1.777308,,0.009181526,,5.814301,,
206,0.2499486,,1.371463,,0.6340799,,0.5027899,,0.2834886,,0.7262332,,0.4322261,,0.2718533,,29.2078,,0.9407362,,0.02168306,,0.3626545,,1.471133,,0.03180658,,1.777587,,0.008993739,,5.469474,,
207,0.2487024,,1.393113,,0.6374494,,0.5044331,,0.2845272,,0.7244243,,0.4406244,,0.2709699,,29.22404,,0.9506696,,0.02175211,,0.3626804,,1.492366,,0.03204671,,1.776926,,0.008803243,,5.192857,,
208,0.2476182,,1.41204,,0.6385219,,0.5055331,,0.2852411,,0.7222685,,0.4488605,,0.2700414,,29.24001,,0.9606614,,0.02181912,,0.362445,,1.504481,,0.03227809,,1.775517,,0.008609921,,4.990478,,
209,0.2466445,,1.427918,,0.6363709,,0.5060833,,0.2856633,,0.7196692,,0.4567258,,0.2689882,,29.25447,,0.9704423,,0.02188114,,0.3619455,,1.50505,,0.03243858,,1.773512,,0.008410266,,4.859711,,
210,0.2459918,0.8416218,1.440368,12.00627,0.6334717,1.235025,0.5060966,0.09031596,0.2857899,0.2902603,0.7165461,0.8631445,0.4640855,0.4338742,0.2678661,0.2918928,29.26668,20.8262,0.9796386,1.018383,0.02193818,0.05371559,0.3611745,1.971936,1.491298,4.636815,0.03251674,0.01198982,1.770989,1.424743,0.008203906,0.00229915,4.790995,9.97849,
211,0.2457421,,1.448925,,0.6299858,,0.5056306,,0.2855683,,0.7128596,,0.4708505,,0.2667841,,29.27668,,0.9881119,,0.02199551,,0.360124,,1.460502,,0.03255964,,1.768267,,0.007993422,,4.770461,,
212,0.2457409,,1.453321,,0.6254523,,0.504757,,0.2850508,,0.7088044,,0.4769751,,0.2658604,,29.28499,,0.9957247,,0.0220539,,0.3588536,,1.413315,,0.03258491,,1.76568,,0.007788532,,4.788706,,
213,0.2458654,,1.453283,,0.6205776,,0.5035638,,0.2843386,,0.7045643,,0.4823842,,0.2651882,,29.29219,,1.002488,,0.02211345,,0.3574547,,1.353541,,0.03262284,,1.763523,,0.00760106,,4.838339,,
214,0.2459744,,1.44865,,0.6159778,,0.502144,,0.2835549,,0.7002032,,0.4869474,,0.264806,,29.29862,,1.008397,,0.02217334,,0.3560243,,1.286952,,0.03268614,,1.761919,,0.007439301,,4.913085,,
215,0.2459208,,1.439418,,0.6117455,,0.5005864,,0.2828003,,0.695727,,0.4905042,,0.2646877,,29.30394,,1.013448,,0.02223287,,0.3546295,,1.219558,,0.03277762,,1.760821,,0.007306738,,5.006411,,
216,0.2455568,,1.425812,,0.6073057,,0.4989782,,0.2821585,,0.6911148,,0.4928825,,0.2647457,,29.30737,,1.017669,,0.02229127,,0.3533126,,1.156931,,0.03288952,,1.760056,,0.007203891,,5.112128,,
217,0.2449367,,1.415951,,0.6015365,,0.4985678,,0.2967143,,0.6865634,,0.4928901,,0.2648355,,29.30807,,1.021014,,0.02234588,,0.3521016,,1.103034,,0.03300047,,1.759318,,0.00713332,,5.146131,,
218,0.2437747,,1.401706,,0.5944039,,0.4980913,,0.3100477,,0.6823287,,0.4917563,,0.2648955,,29.3054,,1.023292,,0.02239466,,0.3509988,,1.059379,,0.0330298,,1.75813,,0.007081359,,5.192615,,
219,0.2423059,,1.383896,,0.5898864,,0.4975805,,0.3220742,,0.6785131,,0.4894668,,0.2650022,,29.29976,,1.024255,,0.02244113,,0.3499855,,1.024746,,0.03301207,,1.756091,,0.00704528,,5.245716,,
220,0.2404787,,1.363582,,0.585601,,0.4971014,,0.3326582,,0.6751763,,0.4859971,,0.2652415,,29.29237,,1.023767,,0.022491,,0.3490575,,0.9978999,,0.03299344,,1.753193,,0.007024004,,5.29997,,
221,0.2382778,,1.342219,,0.582253,,0.4966858,,0.3418424,,0.6723619,,0.4813291,,0.2656832,,29.28461,,1.021823,,0.02254333,,0.3482953,,0.9805489,,0.03300161,,1.749416,,0.007025066,,5.355329,,
222,0.2358302,1.013433,1.321421,1.05108,0.5805905,1.535622,0.4963403,0.3686619,0.3497069,0.5547655,0.6700857,0.935975,0.475461,0.6263915,0.2663495,0.2544248,29.27767,30.36704,1.018427,1.273755,0.02259759,0.04144365,0.3477793,0.3968637,0.9733868,1.237118,0.03305789,0.06754168,1.744742,0.7212172,0.007052812,0.001728067,5.412202,5.331988,
223,0.2332621,,1.302778,,0.5808098,,0.4961129,,0.3563359,,0.6683132,,0.4684108,,0.2672157,,29.272,,1.013631,,0.02265333,,0.3475572,,0.9762928,,0.03316754,,1.739172,,0.007107074,,5.470341,,
224,0.2306872,,1.287729,,0.5826733,,0.4960363,,0.3618148,,0.6669726,,0.4602401,,0.2681939,,29.26736,,1.007559,,0.02271037,,0.3476422,,0.9884807,,0.0333298,,1.732756,,0.007185903,,5.528874,,
225,0.2281004,,1.277508,,0.5852855,,0.4961298,,0.3662412,,0.6659744,,0.4541443,,0.269127,,29.26323,,1.000388,,0.02276763,,0.3480252,,1.00876,,0.03351581,,1.725582,,0.00728468,,5.586746,,
226,0.2254597,,1.272794,,0.5874109,,0.4963813,,0.369699,,0.6652428,,0.4501226,,0.2698877,,29.25899,,0.9922358,,0.02282244,,0.3486722,,1.035206,,0.0336595,,1.717702,,0.007394169,,5.642426,,
227,0.2229397,,1.273788,,0.5911099,,0.4967389,,0.3721903,,0.6648208,,0.4477035,,0.2705113,,29.25453,,0.9830642,,0.02287515,,0.3495191,,1.064914,,0.03375076,,1.709138,,0.007506627,,5.693047,,
228,0.2206576,,1.280155,,0.596031,,0.4971745,,0.3736248,,0.6647651,,0.4465285,,0.2710802,,29.25056,,0.9728079,,0.02293141,,0.3504861,,1.095237,,0.03383799,,1.700202,,0.00761631,,5.734347,,
229,0.2206039,,1.290874,,0.6014037,,0.4981059,,0.3701008,,0.6651318,,0.4453196,,0.2716838,,29.24817,,0.9615512,,0.02299242,,0.351549,,1.125561,,0.03382767,,1.691287,,0.007724019,,5.963182,,
230,0.2207565,,1.30571,,0.6073732,,0.4991236,,0.3664722,,0.6659608,,0.4450111,,0.2723897,,29.24826,,0.9496317,,0.02305886,,0.3526998,,1.156296,,0.03386914,,1.682849,,0.007832769,,6.159235,,
231,0.2211265,,1.323566,,0.6141483,,0.5002476,,0.3630015,,0.6672934,,0.4452824,,0.2732152,,29.25144,,0.937513,,0.0231295,,0.3539355,,1.188313,,0.03397321,,1.675267,,0.00794455,,6.318913,,
232,0.2216892,,1.343335,,0.6215194,,0.5014893,,0.3598526,,0.6691559,,0.4458285,,0.2741141,,29.25739,,0.9257141,,0.02320347,,0.3552199,,1.222215,,0.03414321,,1.668857,,0.008058249,,6.438881,,
233,0.2223691,,1.363994,,0.6288399,,0.5028576,,0.357117,,0.6715797,,0.4463829,,0.2749712,,29.26511,,0.91483,,0.02327977,,0.3564975,,1.25853,,0.03436971,,1.6639,,0.008170899,,6.516698,,
234,0.2229905,0.4979725,1.384662,0.9448756,0.6344903,0.4617589,0.5043481,0.7972257,0.3548337,0.6221554,0.6746154,1.161428,0.4467448,0.4024188,0.2755961,0.2625535,29.27333,23.31207,0.9053917,0.5401521,0.02335462,0.03809872,0.3577046,0.05130101,1.297314,1.247566,0.03457772,0.06744757,1.66057,2.034184,0.008273674,0.005389016,6.551327,22.96144,
235,0.2234737,,1.404572,,0.6381767,,0.5059114,,0.3529402,,0.6783536,,0.4468023,,0.2759263,,29.28086,,0.8975565,,0.02342406,,0.3587582,,1.337101,,0.03468725,,1.658792,,0.008354231,,6.542021,,
236,0.2240152,,1.423018,,0.6434278,,0.5074888,,0.3512025,,0.6827101,,0.4465672,,0.2760545,,29.28759,,0.891297,,0.02349332,,0.3595588,,1.37542,,0.03475749,,1.658569,,0.008406942,,6.485935,,
237,0.2245098,,1.439266,,0.6477898,,0.5090494,,0.3494484,,0.6875843,,0.4460813,,0.2760848,,29.29413,,0.8866224,,0.02356777,,0.3600499,,1.410681,,0.03484157,,1.660105,,0.00843036,,6.383878,,
238,0.2248384,,1.452709,,0.6514731,,0.5105541,,0.3477387,,0.6928793,,0.4453074,,0.2761202,,29.30111,,0.8836382,,0.02364536,,0.3602523,,1.443083,,0.03494713,,1.663487,,0.008431706,,6.246083,,
239,0.2249387,,1.46278,,0.6550221,,0.5119618,,0.3461235,,0.6985085,,0.4441959,,0.2762257,,29.30912,,0.8824422,,0.02372531,,0.3601972,,1.472776,,0.03509107,,1.668732,,0.008417431,,6.085086,,
240,0.2247657,,1.469031,,0.6584681,,0.5132234,,0.3446393,,0.7043875,,0.4426767,,0.2764086,,29.31817,,0.88303,,0.02380644,,0.3599146,,1.499465,,0.03527312,,1.675749,,0.008391497,,5.914297,,
241,0.2265556,,1.468416,,0.6619226,,0.5142664,,0.3469963,,0.7104325,,0.4409318,,0.2766097,,29.32762,,0.8853235,,0.02388785,,0.3594244,,1.522157,,0.03555017,,1.68439,,0.008354339,,5.719679,,
242,0.228076,,1.463602,,0.6638588,,0.5150317,,0.3489277,,0.7165022,,0.4385909,,0.2767082,,29.33623,,0.8891995,,0.02396767,,0.3587424,,1.539643,,0.03583704,,1.694458,,0.008308589,,5.543903,,
243,0.2292715,,1.454376,,0.6625812,,0.5154971,,0.3504407,,0.7224189,,0.4356695,,0.2765894,,29.3429,,0.8943854,,0.02404137,,0.3578929,,1.550325,,0.03604684,,1.705631,,0.008249071,,5.395368,,
244,0.23036,,1.440701,,0.6612156,,0.5156158,,0.3514918,,0.7280875,,0.4322487,,0.2763001,,29.34701,,0.9003427,,0.02410767,,0.3568873,,1.551223,,0.03615491,,1.717408,,0.008173792,,5.276914,,
245,0.2315007,,1.422639,,0.6597228,,0.5153942,,0.3519167,,0.7334234,,0.4284389,,0.2759466,,29.34898,,0.9068052,,0.02417381,,0.3557223,,1.53857,,0.03622819,,1.729627,,0.008083721,,5.184671,,
246,0.2326463,0.1725672,1.40063,19.33587,0.6573555,0.6868606,0.5148664,0.5540295,0.3517923,1.005743,0.7383308,0.9870695,0.4243417,0.4184684,0.2756494,0.3351189,29.34962,31.50121,0.9135448,0.2112858,0.02424034,0.03278013,0.3544703,0.05721655,1.511789,1.847477,0.03628388,0.02020864,1.742114,2.225967,0.007988269,0.005064896,5.119333,8.642261,
247,0.2337738,,1.375481,,0.6547269,,0.5140887,,0.3513026,,0.7427234,,0.4200323,,0.2755116,,29.3499,,0.9204678,,0.02430669,,0.3532333,,1.472757,,0.03634523,,1.754672,,0.00789969,,5.082249,,
248,0.2348881,,1.348352,,0.6524254,,0.5131319,,0.350658,,0.7465278,,0.4155636,,0.2755862,,29.35052,,0.9275056,,0.024372,,0.3521112,,1.424654,,0.03642498,,1.767028,,0.007827427,,5.073589,,
249,0.2360076,,1.320672,,0.6505142,,0.5120702,,0.3500354,,0.7496733,,0.4111785,,0.2758632,,29.35155,,0.9345976,,0.02443564,,0.3511718,,1.371034,,0.03652576,,1.778845,,0.007776817,,5.091401,,
250,0.2371434,,1.294037,,0.6485629,,0.5109797,,0.3495769,,0.7520977,,0.407096,,0.2762702,,29.35248,,0.9417266,,0.02449715,,0.3504526,,1.315645,,0.03664318,,1.789757,,0.007750598,,5.132317,,
251,0.2382381,,1.270079,,0.6456303,,0.5099304,,0.3494006,,0.7537633,,0.4037201,,0.2766736,,29.35261,,0.9488329,,0.02455431,,0.3499691,,1.261984,,0.03672668,,1.799325,,0.007746849,,5.19244,,
252,0.2392151,,1.250298,,0.640169,,0.5089636,,0.3495421,,0.7546577,,0.4013261,,0.2770003,,29.35127,,0.9556842,,0.02460433,,0.3497045,,1.212024,,0.03670242,,1.806978,,0.007758905,,5.266642,,
253,0.2409658,,1.227859,,0.6382604,,0.50897,,0.3396187,,0.7549273,,0.400978,,0.2773353,,29.34871,,0.9620524,,0.0246506,,0.3496109,,1.166305,,0.03654356,,1.812173,,0.007780704,,5.557014,,
254,0.2428652,,1.213147,,0.6362641,,0.5091591,,0.3315812,,0.7546868,,0.4016876,,0.277775,,29.34594,,0.9679189,,0.02470154,,0.3496298,,1.12439,,0.03636888,,1.814878,,0.007815048,,5.823668,,
255,0.244809,,1.206289,,0.6348285,,0.5096223,,0.3254316,,0.7540303,,0.4034705,,0.2784119,,29.34407,,0.9733633,,0.02475639,,0.3497978,,1.090954,,0.03620361,,1.814983,,0.007871449,,6.058152,,
256,0.2467161,,1.206901,,0.6348243,,0.5104423,,0.3210584,,0.7530369,,0.4062505,,0.2792889,,29.34409,,0.9785324,,0.02481522,,0.3501499,,1.069839,,0.03607534,,1.812426,,0.007956387,,6.25387,,
257,0.2484911,,1.214212,,0.636556,,0.5116779,,0.3182563,,0.7517563,,0.4098746,,0.2803873,,29.34626,,0.9835629,,0.02487775,,0.3506965,,1.063218,,0.0359926,,1.807195,,0.008071716,,6.40546,,
258,0.250038,0.3117502,1.227257,0.5294174,0.6398243,0.8152934,0.51336,0.5378742,0.3167621,0.5075636,0.7502575,1.133782,0.4141372,0.4101011,0.2816214,0.4445535,29.35014,17.97876,0.9886256,1.426828,0.02494378,0.1328374,0.3514197,0.179821,1.071761,1.239838,0.0359575,0.4386252,1.799377,2.023734,0.00821638,0.01164383,6.508744,3.730786,
259,0.251301,,1.24489,,0.643873,,0.5154687,,0.3163099,,0.7485475,,0.4188247,,0.2828356,,29.35497,,0.9938651,,0.02501204,,0.3522871,,1.094848,,0.035946,,1.78916,,0.008386245,,6.561702,,
260,0.2522347,,1.265978,,0.6478046,,0.5179611,,0.3166343,,0.7466238,,0.4237567,,0.2838898,,29.35985,,0.9993231,,0.02507951,,0.3532507,,1.130764,,0.03589425,,1.776774,,0.008571721,,6.564331,,
261,0.2529463,,1.289437,,0.6528627,,0.5207483,,0.3174343,,0.7445687,,0.4288087,,0.2848016,,29.36431,,1.004895,,0.02514578,,0.3542389,,1.176569,,0.03578116,,1.762478,,0.008763201,,6.516946,,
262,0.2535795,,1.314187,,0.6596972,,0.5237107,,0.3183776,,0.7424742,,0.4339043,,0.2856555,,29.36867,,1.010508,,0.02521574,,0.3551677,,1.228859,,0.03564936,,1.746799,,0.008953799,,6.419614,,
263,0.2541369,,1.339253,,0.666642,,0.5267193,,0.3192646,,0.740378,,0.4389773,,0.2865399,,29.37378,,1.016107,,0.0252915,,0.3559984,,1.285175,,0.03552647,,1.730448,,0.009141569,,6.280102,,
264,0.2546443,,1.363881,,0.6740698,,0.5296458,,0.3200221,,0.738295,,0.4439384,,0.2875279,,29.3805,,1.021785,,0.02537274,,0.3567335,,1.344155,,0.03545173,,1.714219,,0.009331129,,6.114162,,
265,0.2551061,,1.383831,,0.6800603,,0.5322162,,0.3179301,,0.7362443,,0.4498006,,0.2886357,,29.38921,,1.027423,,0.02545662,,0.3573814,,1.402534,,0.03528902,,1.698764,,0.009530403,,5.671621,,
266,0.2555207,,1.40251,,0.6852712,,0.5342235,,0.316082,,0.734648,,0.4551953,,0.2898246,,29.39934,,1.032907,,0.02553875,,0.3579222,,1.457234,,0.03518782,,1.684636,,0.009735419,,5.305398,,
267,0.2558939,,1.419503,,0.6887776,,0.5355497,,0.3144209,,0.7334927,,0.4599801,,0.2909915,,29.40964,,1.038113,,0.02561929,,0.3583197,,1.504886,,0.03513814,,1.672314,,0.009944056,,5.02973,,
268,0.2561658,,1.434586,,0.6893981,,0.5361635,,0.3129149,,0.732654,,0.4640393,,0.2919544,,29.41865,,1.042891,,0.02569573,,0.3585429,,1.542506,,0.03507465,,1.662164,,0.01014955,,4.845873,,
269,0.2562782,,1.447401,,0.6855868,,0.5360732,,0.3115143,,0.7320224,,0.4673089,,0.2926457,,29.42497,,1.046893,,0.0257642,,0.3585537,,1.56671,,0.03490966,,1.654307,,0.0103397,,4.744765,,
270,0.2565349,0.1636754,1.457469,1.198108,0.6830845,0.4757925,0.5353112,1.240603,0.3100901,0.2502329,0.7316479,1.043429,0.469799,0.2258799,0.2931908,0.9062223,29.42829,30.27663,1.049748,1.743546,0.02582874,0.1539436,0.3583037,0.1303324,1.573402,1.654312,0.03468557,0.05434933,1.648802,0.4812348,0.01051147,0.009575714,4.709629,4.0173,
271,0.2569219,,1.464173,,0.6788002,,0.5339831,,0.3084991,,0.7315148,,0.4715346,,0.2937213,,29.42922,,1.051275,,0.02589776,,0.3577644,,1.558952,,0.03445845,,1.646067,,0.01066369,,4.722365,,
272,0.2573474,,1.467077,,0.6733986,,0.5322044,,0.306853,,0.7316007,,0.472511,,0.2943593,,29.42847,,1.051396,,0.02596924,,0.3570221,,1.524379,,0.03424423,,1.646335,,0.01081052,,4.774191,,
273,0.2577483,,1.46571,,0.6678615,,0.5300971,,0.3052748,,0.7318742,,0.4727065,,0.2951787,,29.42678,,1.05011,,0.02604235,,0.356175,,1.472952,,0.03406413,,1.649656,,0.010965,,4.85688,,
274,0.2580621,,1.459705,,0.6625682,,0.5277697,,0.3038715,,0.7322774,,0.4721121,,0.2961836,,29.42427,,1.047409,,0.02611599,,0.3553036,,1.409562,,0.03392275,,1.655855,,0.01113577,,4.962468,,
275,0.2582502,,1.448867,,0.6574962,,0.5253198,,0.3027221,,0.7327268,,0.4706827,,0.2973029,,29.42041,,1.043338,,0.02618955,,0.3544591,,1.340096,,0.03382391,,1.664585,,0.01132897,,5.083274,,
276,0.2582527,,1.433271,,0.6519771,,0.5228564,,0.3018951,,0.7331417,,0.4683475,,0.2983879,,29.41441,,1.038035,,0.02626165,,0.3536751,,1.270973,,0.03375118,,1.675351,,0.01154741,,5.212657,,
277,0.2579576,,1.413199,,0.6444682,,0.5205069,,0.3196322,,0.7334626,,0.4655105,,0.2992857,,29.40545,,1.031631,,0.02632832,,0.3529678,,1.207979,,0.03380076,,1.687482,,0.01177728,,5.464072,,
278,0.2574598,,1.389489,,0.6380006,,0.5183331,,0.3359561,,0.733683,,0.4617328,,0.3000208,,29.39314,,1.024055,,0.02638854,,0.3523214,,1.153726,,0.03377098,,1.700113,,0.01201666,,5.700015,,
279,0.2569055,,1.363335,,0.6339267,,0.5164065,,0.3505588,,0.7338535,,0.4570783,,0.3006972,,29.37821,,1.015248,,0.02644963,,0.3516922,,1.108139,,0.03371607,,1.712739,,0.01226155,,5.908351,,
280,0.2562668,,1.336301,,0.6308588,,0.5148024,,0.3632397,,0.7339973,,0.4516789,,0.3014201,,29.36201,,1.005253,,0.02651453,,0.3510995,,1.07297,,0.03366327,,1.724963,,0.01251536,,6.08139,,
281,0.2555504,,1.31014,,0.6295931,,0.5135827,,0.3739454,,0.7341653,,0.4481245,,0.3022749,,29.34608,,0.9943843,,0.02658307,,0.3506121,,1.05114,,0.0336437,,1.736391,,0.01278932,,6.216045,,
282,0.25479,0.3878623,1.286623,3.17884,0.6307842,1.478458,0.5128105,0.5302168,0.3827013,1.465217,0.7343639,4.858976,0.4459979,0.4175144,0.3032939,0.6740044,29.33164,86.63111,0.9830518,1.911543,0.02665474,0.1259032,0.350301,0.3426791,1.044397,1.413853,0.03367488,0.01347243,1.746645,1.604363,0.01309067,0.002309436,6.311548,2.746474,
283,0.2540013,,1.267314,,0.6344875,,0.5125253,,0.3895684,,0.7345544,,0.4449195,,0.3044406,,29.31911,,0.9717069,,0.02672929,,0.3502063,,1.052821,,0.03376441,,1.755401,,0.0134211,,6.36811,,
284,0.2531848,,1.253555,,0.6402872,,0.5127473,,0.3946528,,0.734675,,0.4445534,,0.3056042,,29.30824,,0.9608738,,0.02680658,,0.3503417,,1.075559,,0.03391361,,1.762424,,0.01377897,,6.387237,,
285,0.2522867,,1.246012,,0.646936,,0.513473,,0.3981165,,0.7346917,,0.4446324,,0.3065881,,29.29842,,0.9510594,,0.02688399,,0.3507039,,1.111051,,0.03407251,,1.767517,,0.01415389,,6.372182,,
286,0.2512103,,1.244827,,0.6518906,,0.5146431,,0.4001103,,0.7345389,,0.4449703,,0.3072695,,29.28891,,0.9424962,,0.02695671,,0.3512592,,1.156341,,0.03414889,,1.770417,,0.01452315,,6.326549,,
287,0.2502224,,1.249621,,0.6607637,,0.5161433,,0.4006624,,0.7342858,,0.4454852,,0.3077348,,29.27988,,0.9351226,,0.02702755,,0.3519429,,1.207191,,0.03417295,,1.7709,,0.01487469,,6.251707,,
288,0.2493107,,1.259585,,0.6698545,,0.5179003,,0.3997037,,0.7339514,,0.446125,,0.3080824,,29.27236,,0.9288682,,0.02710625,,0.3526798,,1.260149,,0.03421309,,1.769237,,0.01519622,,6.147446,,
289,0.2482076,,1.273643,,0.6767542,,0.5206301,,0.3806391,,0.7335627,,0.4462311,,0.3084048,,29.26734,,0.9238058,,0.02718959,,0.3534814,,1.313822,,0.03433455,,1.765675,,0.01548497,,6.039246,,
290,0.2471174,,1.290614,,0.6834763,,0.5233452,,0.3644098,,0.7331465,,0.4464939,,0.3087653,,29.2657,,0.9200404,,0.02727589,,0.3543563,,1.366953,,0.03450127,,1.760551,,0.01575511,,5.922626,,
291,0.2460373,,1.309343,,0.6896043,,0.5259662,,0.3512783,,0.7326784,,0.4467475,,0.3091733,,29.26763,,0.9176065,,0.02736399,,0.3552914,,1.418054,,0.03471391,,1.754209,,0.01600763,,5.808171,,
292,0.2449549,,1.328786,,0.6945141,,0.5284212,,0.3411329,,0.732125,,0.4468874,,0.3095687,,29.27252,,0.9165159,,0.02745282,,0.3562473,,1.465449,,0.03496948,,1.747032,,0.01624079,,5.703995,,
293,0.243827,,1.348075,,0.6971644,,0.5306547,,0.3336467,,0.7314461,,0.4467663,,0.3098222,,29.2793,,0.9167789,,0.02754067,,0.3571749,,1.507504,,0.03524701,,1.739447,,0.01645016,,5.61594,,
294,0.2425514,0.2985321,1.366524,0.380367,0.6962388,2.001718,0.5326174,0.5737916,0.3283906,2.466418,0.7306149,1.920288,0.4462978,0.539779,0.3097889,0.3163713,29.28671,30.71482,0.9182776,2.362489,0.02762303,0.1271194,0.3580205,0.2024638,1.542292,0.74666,0.03547024,0.01927395,1.73182,1.475876,0.01662152,0.09906705,5.547394,8.238021,
